wasm,instances,oz_version,oz_crates,oz_modules,sdk,desc
d0d1b6e15bf038d1dea4656baf35e69fbf1ffe4b09e7068aaeea5d5f76eacd7f,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.3,
d237fa83840c068f576d8c51a424a645a8ae3b8b18dc888a95cac65d139c8c58,1,0.5.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.0.3,
d338638bfe9350f313e9a60d965c3402ef99744865f25fba0b6735fe8106cedf,1,undetermined (0.4.0-0.7.2),stellar-tokens,FungibleTokenError,22.0.8,
d43bca8128c9f3bd541d921245443825c413e012038df823aa3c7a48aea58a6c,1,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
d4862be2522cfe5cd4d55a160e10ab7c313ab1297773ea00e98e3eaa0225aa0f,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
d54eec4122b02dc2b9033b8f63dc269ec4a322767acf8233f735c02d77f3594e,1,"0.6.0,0.7.0,0.7.1,0.7.2",stellar-tokens,NonFungibleTokenError,26.1.0,
d65b3bb0e0c61300e44efa61d50ae9ac6d32544382093b502182f884819740ec,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,25.0.2,
d6cb1f2efd64c67a58c4dbb911771c79ecab1aa4d839cf7fb4942c26a8a24854,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
d8d02417173001500af899629dc00cb2c718bd82ba45326cd62695706841e260,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-contract-utils;stellar-governance;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;GovernorError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TimelockError;TokenBinderError;VaultTokenError;VotesError,25.3.0,
dae1af1c2863e907e6b58dc861bb7ae610c9b951d23af7902a6afc247b923b0a,1,"git 7b14668 (packages/tokens) (git commit, from build path)",stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,23.0.2,
db136378388fcfca090c0cd636ae90d1f0318dbe0d7d5d438a76aef121746dd8,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
dc6a54133f088a51bdf6a1f83eefe776192015f3fd1998f96013317cacc50fbb,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
dd83430703a4ff25047b46f621033a1633cd37abc7e8ebafd4a811bb9e287435,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
deca03ee948382db663585f7b4e90bbd8ef719a96f2bb986f7530a9654e738a2,1,undetermined (0.4.0-0.7.2),stellar-contract-utils,PausableError,22.0.7,
e02a7bed28dd0aab8c4a926804efaef9a30614c85e9936d3e3a220bd98b4f5f9,1,"git 7b14668 (packages/tokens) (git commit, from build path)",stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,23.0.2,
e039233a805d7313439c0ecacd7a568dd594180f86c81c7d885acaca9c005d46,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
e047aca524cc12d5fd0912434c5ed0b6fff7578028410e50a2c2b5f5e77c70ce,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
e10cd58fbcac623bce5a6fa67eaf5ea4244639aaec234757f5d98317dfa855c7,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.4.0,
e1191bc282426547ae9c65f4188a69678b16897bcd40c548ff9940650470c409,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
e13706e466a257a4c101afc1b5e54e0bf5db00c3e50aef1e9d3728950efe08c3,1,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
e151a630a9746cfe082c7a17575f2b8e36bbd0fb4815f8584b7047ff0f28bc88,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils,OwnableError;UpgradeableError,22.0.8,
e3367532a27a015a0c051b68e5db1939295e946b7014f3c023ec125773ae1a06,1,"stellar-tokens 0.6.0 (exact, from build path)",stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.3,
e337b7a3aeb03923b923193358634b6c0fbfc379d78045a8bb509ff13fddbe6a,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
e3d543ac9a364f5ce8c1879a598b362f6ac77b715924e83266784e803e572ea7,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.2,
e48f0e9939ceb39d6daa0e909355bc36642cd54aabbbd19db93ad02723600a34,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.1,
e5a97c9d7e69b9c03a9ba3b415c069d07a9b5282737921ba1f4a99b256510ab9,1,undetermined (0.4.0-0.7.2),,OwnableError;UpgradeableError,25.1.1,
e83f684427c08d14e191ffd6173a4b300e780f9cd7248e444412b4c248f8efcb,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
ea5d24bc6768196843dd3c43d004e5eda7e3936cab53de4fc47cf82a24c8d73f,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
eb817999b8e7cee5d6ceee3152e2911a75fd56e48b0bc86ed1971b062521109a,1,0.5.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
ebad9a30db7f22f11743c9857b86ba1784600f71fb4dae5236f5139d3e465e59,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
ec38ed5e6f3a1ebf9596856140dffab99e9648cbcdd073c8492a0867f5cab416,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-contract-utils;stellar-governance;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;GovernorError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TimelockError;TokenBinderError;VaultTokenError;VotesError,25.3.0,
ee6f064abaaf85479fc2a5788e9eeb4ab0c5e063fe3eb24a43a73251bc19b8a6,1,"stellar-access 0.6.0 (exact, from build path)",stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.0,
ef63683721757a7d6bdb2691e9d1e4dbf0e446ff5b02ea2fb3d1f8d2c18e4872,1,0.5.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.2.1,
f0bb0202b920c28995949a9717f77d470a9076c0ff860b32a34e14662a0e7947,1,0.6.0,stellar-accounts,SimpleThresholdError;SmartAccountError;SpendingLimitError;WebAuthnError;WeightedThresholdError,23.4.0,
f0f1ba47b170627ceb4afb9b50523346bad7876535336a07d6d2c2581f754731,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.1.0,
f133e299fc7a62b6d7230c142c8d25925d84c6c5fb77fab16c44249fc5c5d1ba,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
f1ceec13366e837c507ae6b432a5ba9901ccea2a55671a20f4bbfb816409480d,1,"0.4.0,0.4.1,0.5.0,0.6.0",stellar-access;stellar-contract-utils;stellar-tokens,FungibleTokenError;OwnableError;PausableError;UpgradeableError,22.0.8,
f1f2de50e012880252a7430532a00c53889360129b8b3c551303aea4ba450eec,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
f1fc83bcd22b5f2923f4dd9f97c849ef5c66dd1c246ace66070fd4c7e70b8440,1,0.6.0,stellar-access,AccessControlError;OwnableError;RoleTransferError,23.4.0,
f201f0df6d7f78dc31f01186ef017390e74d55f885a6c861ced27b1428bb5071,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
f25af88f3e26f603a6569b2554b3f85ccc8af9a88f3b904fba873637c64eb2ab,1,undetermined (0.4.0-0.7.2),,,25.3.0,
f2c496095a9f91490e95ebd3c6a2796e112adf163da50fadcb1a2f4b64322027,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-contract-utils;stellar-governance;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;GovernorError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TimelockError;TokenBinderError;VaultTokenError;VotesError,25.3.0,
f4d30d106cf89cad70e51c4ee76987e31f29965b6e20d657122895c00d44611c,1,undetermined (0.4.0-0.7.2),stellar-contract-utils,FungibleTokenError;PausableError,22.0.7,
f4de70f678124ba1f17642e07b7a06355deb468e0df573b8897269258fb0ff1a,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
f54485d59dae89a670700f597109aaadcb21f1004b6a4dae3c2251ac64459faf,1,mixed/forked (no single release fits),stellar-contract-utils;stellar-governance;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;SorobanFixedPointError;TimelockError;TokenBinderError;UpgradeableError;VaultTokenError;VotesError,25.1.1,
f60388c750007590466300ca03072e72f667a61fbf0d9beea1906d711232c7fb,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
f62517c112a5d16dcc1b4d1be4cfc430d515f93603a46cc92824a3839f408c9a,1,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,23.0.2,
fa614b94265f106e3a9ec581a43eb7f19484ef812d092e71a516624034c84c14,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.11,
fb4f88ab8f745ff8db7fe65efc49ff2ce9a87c13dd66ee862ab4671c55af7d95,1,"0.4.0,0.4.1,0.5.0",stellar-access,AccessControlError;OwnableError;RoleTransferError,22.0.8,
fc9e8556c6ff8ce97f782290a70da308f2fd46b5526e0fe8b639ad054de55c60,1,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
fda4715d94ee2abb5443c612de81f8dddd09bfa5cdf54f62dd8f77ffa29469be,1,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
fe0fa81b066aab1f651e40b0b946f25e5034d0e0d734aa425e6f26d921a12d63,1,"0.7.0,0.7.1,0.7.2",stellar-access;stellar-accounts;stellar-contract-utils;stellar-governance;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;GovernorError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SimpleThresholdError;SmartAccountError;SorobanFixedPointError;SpendingLimitError;TimelockError;TokenBinderError;VaultTokenError;VotesError;WebAuthnError;WeightedThresholdError,25.3.0,
fe330b753864445723ac65eb945e5f291f63bb927968b7bc471238135fd9a11c,1,0.6.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.5.3,
fe90f52a288c2188727adc064147da494e7e208c05507df5939b9b3e93c97ecd,1,0.5.0,stellar-access;stellar-contract-utils,AccessControlError;CryptoError;MerkleDistributorError;OwnableError;PausableError;RoleTransferError;SorobanFixedPointError;UpgradeableError,23.1.0,
ff7edeb5396eeb09bb26d7a2b29154b8f73698bd022e5d0ace77335246ec67f7,1,"0.4.0,0.4.1,0.5.0",stellar-access,AccessControlError;OwnableError;RoleTransferError,22.0.8,
011c41afca8bb3d64635660beaa425c5f91c9fd0ca02f228d53a450f58ac50cd,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
07d2be4bff8337a9c2b7996977d11442b7e4e2d90bb09c91de1c192b595da176,0,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.5.2,
082178f13c7a74a62bacbdbfbe4436cea2660761a96df547e17cf1618ca94bd3,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.11,
0eb943385bc490c0c540d41d7aee553d6f17dacf2915dc010653b313ea3395c7,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
13e408b80433c7a12366f744020bbdbb8effbb16c4f76b063498e5e558f3270f,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.8,
2375073cd353887140c1255685f0541c76bf2589c67058f8a79337ff693989cf,0,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
257b603c6fc6798985cfb5541a2e03559e81461efd13f6e3816f817607f18b19,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-tokens,AccessControlError;FungibleTokenError;NonFungibleTokenError;OwnableError;RoleTransferError,22.0.11,
295aafdaee65cb1de20e3edd9394cc2cd3f74654a24087b34c15ab9e89b6f226,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
3d3f79e97dbe76b1f8fbe2095ddcd03738ff9988ec74ec9d9fb47bf8c661694f,0,0.6.0,stellar-contract-utils,CryptoError;MerkleDistributorError;PausableError;SorobanFixedPointError;UpgradeableError,23.4.1,
3e24f11c4f11d86bf620e6105199336b56229fcb1ee4e6a706d1b26fed772ca1,0,"0.7.0,0.7.1,0.7.2",stellar-accounts,SmartAccountError,25.3.0,
3e44006fa7750ef252ab0ffdb5150fc82caf3d9d7c82d69e1b91600f64b7834b,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
503c77f2b0d7810273544c4a56ef5c6d38730d48481c1860de3c41a3e6404a92,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
521f18f6f93f3f9652dd72dea53f5acfd16c90250a323dff783808159947015a,0,0.6.0,stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RWAError;RoleTransferError;SorobanFixedPointError;TokenBinderError;UpgradeableError;VaultTokenError,23.5.1,
5d7e3d16c78437f14fc032d0d08962e9fb0a4ec426b9deb7ff38b081ff283d57,0,"0.4.0,0.4.1,0.5.0",stellar-access;stellar-contract-utils;stellar-tokens,AccessControlError;CryptoError;FungibleTokenError;MerkleDistributorError;NonFungibleTokenError;OwnableError;PausableError;RoleTransferError;UpgradeableError,22.0.8,
6f2afa08f67a68e225a5109103c52f313e42ea0449be0a40369a4ba1a9189fc4,0,undetermined (0.4.0-0.7.2),,,25.3.1,
7b2ec5a435b3995eee29f54a8a776e1edb347f8270ea3bce958a18ca994a3f83,0,0.5.0,stellar-contract-utils;stellar-tokens,ClaimIssuerError;ClaimTopicsAndIssuersError;ClaimsError;ComplianceError;CryptoError;DocumentError;FungibleTokenError;IRSError;MerkleDistributorError;NonFungibleTokenError;PausableError;RWAError;TokenBinderError;UpgradeableError,25.0.2,
